strategy,num_decks,s17_h17,penetration,bet_size,card_counting,mean_bankroll,std_dev,CI95,profit_realized,casino_advantage,total_player_win,total_ties,total_computer_win,median,q1,q3,min_bankroll,max_bankroll,bet_mean,bet_median,max_bet,percent5,percent95
basic,1,H17,0.75,true-2,Wong Halves,10337.75,3275.0,"(10273.55, 10401.94)",54.06,-1.6,439296,90795,489732,10300.0,8300.0,12400.0,-4800.0,25650.0,358.76,100.0,3000,5000.0,15750.0

basic,1,H17,0.75,true-2,Revere RAPC,10840.05,7657.4,"(10689.96, 10990.15)",54.45,-1.79,437487,91044,491090,10850.0,5700.0,15900.0,-18400.0,43300.0,359.88,100.0,3000,-1904.9999999999982,23405.00000000002

basic,1,H17,0.9,running,Hi-Lo,10066.39,2561.07,"(10016.19, 10116.59)",49.97,-0.35,438553,90509,490678,10000.0,8350.0,11700.0,-700,22150.0,357.95,100.0,3000,5900.0,14350.0

basic,1,H17,0.9,running,KISS3,10092.59,2580.8,"(10042.01, 10143.18)",51.41,-0.49,438266,91194,490334,10100.0,8400.0,11750.0,-2250.0,22300.0,356.08,100.0,3000,5850.0,14350.0

basic,1,H17,0.9,running,ZEN,10152.13,4449.81,"(10064.91, 10239.35)",50.79,-0.54,438479,90267,490972,10100.0,7300.0,13000.0,-7250.0,31650.0,355.25,100.0,3000,2850.0,17500.0

basic,1,H17,0.9,running,Hi-Opt 2,10243.77,4106.13,"(10163.29, 10324.26)",51.73,-0.91,438791,90862,490202,10200.0,7600.0,12900.0,-7400.0,31800.0,354.27,100.0,3000,3550.0,17050.0

basic,1,H17,0.9,running,Wong Halves,10137.72,2702.31,"(10084.75, 10190.69)",51.33,-0.71,439597,90954,489269,10100.0,8412.5,11875.0,-1350.0,21000.0,352.56,100.0,3000,5750.0,14600.0

basic,1,H17,0.9,running,Revere RAPC,10241.06,7049.49,"(10102.88, 10379.24)",51.17,-0.55,438965,90471,490463,10200.0,5600.0,14750.0,-15950.0,46650.0,353.37,100.0,3000,-1300.0,21850.0

basic,1,H17,0.9,true,Hi-Lo,10561.66,4108.26,"(10481.13, 10642.19)",55.01,-2.09,438647,90712,490309,10550.0,7900.0,13200.0,-7400.0,30800.0,352.45,100.0,3000,3900.0,17450.0

basic,1,H17,0.9,true,KISS3,10479.71,4134.07,"(10398.68, 10560.75)",54.51,-1.76,437925,90502,491314,10500.0,7850.0,13050.0,-6800.0,28400.0,351.58,100.0,3000,3750.0,17250.0

basic,1,H17,0.9,true,ZEN,10767.58,6386.79,"(10642.39, 10892.77)",54.41,-1.93,438515,90581,490404,10650.0,6650.0,14950.0,-14950.0,34050.0,351.96,100.0,3000,150.0,21500.0

basic,1,H17,0.9,true,Hi-Opt 2,10628.04,6172.77,"(10507.04, 10749.03)",53.71,-1.65,436988,90997,491582,10550.0,6650.0,14625.0,-18000.0,40200.0,352.18,100.0,3000,650.0,20800.0

basic,1,H17,0.9,true,Wong Halves,10540.45,4322.74,"(10455.72, 10625.19)",54.81,-1.94,438871,90828,490051,10500.0,7800.0,13325.0,-6800.0,33350.0,351.39,100.0,3000,3500.0,17750.0

basic,1,H17,0.9,true,Revere RAPC,11056.56,8238.92,"(10895.06, 11218.06)",54.75,-2.01,438408,90630,490557,11050.0,5600.0,16500.0,-19700.0,43300.0,353.0,100.0,3000,-2100.0,24700.0

basic,1,H17,0.9,true*2,Hi-Lo,10735.83,6792.82,"(10602.68, 10868.98)",53.41,-1.74,437788,91010,490806,10600.0,6250.0,15200.0,-17500.0,38050.0,353.59,100.0,3000,-404.9999999999983,22100.0

basic,1,H17,0.9,true*2,KISS3,10808.8,6792.98,"(10675.65, 10941.95)",55.07,-1.9,439405,90481,489718,10850.0,6400.0,15200.0,-22100.0,38500.0,354.22,100.0,3000,-204.9999999999983,21850.0

basic,1,H17,0.9,true*2,ZEN,11133.22,8441.6,"(10967.75, 11298.69)",55.41,-2.09,438624,90957,490092,11100.0,5550.0,16500.0,-23300.0,43550.0,355.91,100.0,3000,-2704.999999999998,25200.0

basic,1,H17,0.9,true*2,Hi-Opt 2,10922.64,8368.62,"(10758.6, 11086.68)",53.68,-1.74,438842,90387,490842,10800.0,5350.0,16350.0,-20500.0,52800.0,357.46,100.0,3000,-2700.0,24850.0

basic,1,H17,0.9,true*2,Wong Halves,10859.57,7004.09,"(10722.28, 10996.86)",54.08,-1.98,439150,91142,489400,10750.0,6200.0,15400.0,-19500.0,38450.0,358.1,100.0,3000,-350.0,22550.0

basic,1,H17,0.9,true*2,Revere RAPC,11216.79,9700.63,"(11026.64, 11406.93)",54.1,-1.93,438195,91110,490459,11000.0,4750.0,17650.0,-29850.0,48250.0,360.51,100.0,3000,-4550.0,27200.0

basic,1,H17,0.9,true+2,Hi-Lo,10667.6,5339.23,"(10562.94, 10772.26)",54.81,-1.78,438891,91081,489869,10600.0,7150.0,14150.0,-13350.0,31250.0,360.57,100.0,3000,2050.0,19555.00000000002

basic,1,H17,0.9,true+2,KISS3,10578.43,5353.32,"(10473.5, 10683.37)",54.5,-1.53,437307,91397,490971,10650.0,7100.0,14000.0,-14450.0,34700.0,360.66,100.0,3000,1800.0,19250.0

basic,1,H17,0.9,true+2,ZEN,10859.62,7277.57,"(10716.96, 11002.27)",53.64,-1.75,438311,90602,490869,10650.0,6000.0,15650.0,-15150.0,46300.0,361.74,100.0,3000,-750.0,23000.0

basic,1,H17,0.9,true+2,Hi-Opt 2,10824.59,7127.33,"(10684.89, 10964.3)",53.4,-1.73,438222,91208,490301,10700.0,6050.0,15500.0,-16400.0,39550.0,362.67,100.0,3000,-750.0,22800.0

basic,1,H17,0.9,true+2,Wong Halves,10673.7,5471.16,"(10566.45, 10780.94)",54.37,-1.76,438911,91049,489860,10650.0,7100.0,14200.0,-15750.0,33750.0,362.79,100.0,3000,1650.0,19700.0

basic,1,H17,0.9,true+2,Revere RAPC,11010.02,8968.47,"(10834.22, 11185.81)",54.27,-1.69,437127,90962,491695,11000.0,5100.0,16900.0,-20200.0,50050.0,364.75,100.0,3000,-3750.0,25800.0

basic,1,H17,0.9,true-2,Hi-Lo,10294.32,3146.69,"(10232.64, 10356.0)",53.46,-1.43,438416,90765,490551,10300.0,8300.0,12250.0,-9250.0,25400.0,363.34,100.0,3000,5150.0,15450.0

basic,1,H17,0.9,true-2,KISS3,10289.99,3130.76,"(10228.63, 10351.36)",53.41,-1.39,438083,90809,490814,10250.0,8250.0,12300.0,-4450.0,22950.0,361.96,100.0,3000,5300.0,15500.0

basic,1,H17,0.9,true-2,ZEN,10592.06,5543.17,"(10483.41, 10700.72)",53.87,-1.78,438196,90658,490672,10550.0,7000.0,14150.0,-12600.0,36050.0,361.65,100.0,3000,1550.0,19700.0

basic,1,H17,0.9,true-2,Hi-Opt 2,10498.54,5247.46,"(10395.68, 10601.4)",53.86,-1.59,438212,90769,490732,10500.0,7100.0,13800.0,-14200.0,32050.0,361.2,100.0,3000,1900.0,19150.0

basic,1,H17,0.9,true-2,Wong Halves,10382.0,3348.98,"(10316.36, 10447.65)",54.12,-1.78,438539,91127,490190,10350.0,8250.0,12450.0,-4000.0,25500.0,359.93,100.0,3000,5000.0,16000.0

basic,1,H17,0.9,true-2,Revere RAPC,11123.88,7770.66,"(10971.56, 11276.19)",55.67,-2.35,439035,90761,490030,11000.0,6050.0,16050.0,-19900.0,48900.0,360.85,100.0,3000,-1550.0,24200.0


